26.05.15,1st round,male,Pablo Cuevas/David Marrero,Rajeev Ram/Horacio Zeballos,"6-2, 7-5",Paris,Clay,37/55 (67%),48/61 (79%),28/37 (76%),33/48 (69%),13/18 (72%),5/13 (38%),-,-,23/61 (38%),14/55 (25%),64/116 (55%),52/116 (45%),0,1,1,3,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-,USA,"18.03.84, 31 years",193 cm,82 kg,2004,Right-handed,-,-,-,Argentina,"27.04.85, 30 years",187 cm,78 kg,2003,Left-handed,-,-,-
27.05.15,1st round,male,Alexander Peya/Bruno Soares,Andreas Seppi/Sergiy Stakhovsky,"6-2, 6-1",Paris,Clay,27/49 (55%),28/47 (60%),24/27 (89%),16/28 (57%),11/22 (50%),6/19 (32%),4/7 (57%),0/2 (0%),25/47 (53%),14/49 (29%),60/96 (63%),36/96 (38%),2,3,7,0,Austria,"27.06.80, 34 years",182 cm,76 kg,1998,Right-handed,-,-,-,Brazil,"27.02.82, 33 years",-,-,-,-,-,-,-,Italy,"21.02.84, 31 years",190 cm,70 kg,2002,Right-handed,-,-,-,Ukraine,"06.01.86, 29 years",193 cm,80 kg,2003,Right-handed,-,-,-
19.05.15,q 1,male,Matteo Viola,Mirza Basic,"6-2, 7-5",Paris,Clay,43/63 (68%),42/72 (58%),33/43 (77%),25/42 (60%),10/20 (50%),13/30 (43%),4/7 (57%),1/3 (33%),34/72 (47%),20/63 (32%),77/135 (57%),58/135 (43%),4,2,6,2,Italy,"07.07.87, 27 years",-,-,-,-,224,213,457.299 $,Bosnia and Herzeg.,"12.07.91, 23 years",-,-,-,-,207,233,159.961 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Nicolas Mahut,Kimmer Coppejans,"6-3, 6-4, 7-64",Paris,Clay,79/117 (68%),69/102 (68%),56/79 (71%),42/69 (61%),17/38 (45%),19/33 (58%),5/14 (36%),3/13 (23%),41/102 (40%),44/117 (38%),114/219 (52%),105/219 (48%),0,3,15,6,France,"21.01.82, 33 years",190 cm,80 kg,2000,Right-handed,116,469,4.329.745 $,Belgium,"07.02.94, 21 years",-,-,-,-,107,494,83.042 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Gael Monfils,Edouard Roger-Vasselin,"6-2, 6-75, 6-1, 7-5",Paris,Clay,82/136 (60%),83/124 (67%),62/82 (76%),51/83 (61%),26/54 (48%),18/41 (44%),8/12 (67%),3/15 (20%),55/124 (44%),48/136 (35%),143/260 (55%),117/260 (45%),7,3,18,3,France,"01.09.86, 28 years",193 cm,80 kg,2004,Right-handed,14,2065,8.258.893 $,France,"28.11.83, 31 years",187 cm,75 kg,-,Right-handed,123,432,3.404.139 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Jurgen Melzer,Adrian Mannarino,"7-65, 6-3, 7-64",Paris,Clay,63/110 (57%),82/126 (65%),46/63 (73%),49/82 (60%),26/47 (55%),21/44 (48%),6/14 (43%),4/10 (40%),56/126 (44%),38/110 (35%),128/236 (54%),108/236 (46%),6,6,2,3,Austria,"22.05.81, 34 years",182 cm,75 kg,1999,Left-handed,110,480,9.376.494 $,France,"29.06.88, 26 years",180 cm,66 kg,-,Left-handed,32,1223,1.901.709 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Pablo Cuevas,Dominic Thiem,"7-67, 7-5, 6-75, 7-5",Paris,Clay,126/201 (63%),80/156 (51%),80/126 (63%),64/80 (80%),44/75 (59%),37/76 (49%),4/9 (44%),2/22 (9%),55/156 (35%),77/201 (38%),179/357 (50%),178/357 (50%),3,3,12,6,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,23,1502,2.623.507 $,Austria,"03.09.93, 21 years",-,-,-,-,31,1225,885.800 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Pablo Andujar,Philipp Kohlschreiber,"6-1, 7-65, 3-6, 3-6, 6-4",Paris,Clay,97/148 (66%),92/162 (57%),62/97 (64%),64/92 (70%),32/51 (63%),36/70 (51%),5/11 (45%),5/12 (42%),62/162 (38%),54/148 (36%),156/310 (50%),154/310 (50%),4,6,1,12,Spain,"23.01.86, 29 years",-,-,-,-,42,1050,3.417.614 $,Germany,"16.10.83, 31 years",177 cm,70 kg,2001,Right-handed,28,1285,7.780.627 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,male,Rafael Nadal,Andrey Kuznetsov,"6-1, 6-3, 6-2",Paris,Clay,47/80 (59%),44/81 (54%),27/47 (57%),22/44 (50%),23/33 (70%),16/37 (43%),8/14 (57%),2/6 (33%),43/81 (53%),30/80 (38%),93/161 (58%),68/161 (42%),1,2,1,2,Spain,"03.06.86, 29 years",185 cm,85 kg,2001,Left-handed,7,4570,71.379.236 $,Russia,"22.02.91, 24 years",-,-,-,-,120,465,1.019.119 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Radu Albot/Lukas Rosol,Robin Haase/Mikhail Youzhny,"6-1, 6-76, 6-3",Paris,Clay,60/90 (67%),61/82 (74%),42/60 (70%),40/61 (66%),20/30 (67%),11/21 (52%),5/11 (45%),2/3 (67%),31/82 (38%),28/90 (31%),93/172 (54%),79/172 (46%),1,3,1,1,0,"11.11.89, 25 years",174 cm,67 kg,-,Right-handed,-,-,-,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,-,-,-,Holland,"06.04.87, 28 years",190 cm,71 kg,2005,Right-handed,-,-,-,Russia,"25.06.82, 32 years",182 cm,72 kg,1999,Right-handed,-,-,-
29.05.15,2nd round,male,Simone Bolelli/Fabio Fognini,Frantisek Cermak/Jiri Vesely,5-1 retired Frantisek Cermak,Paris,Clay,10/19 (53%),15/22 (68%),7/10 (70%),9/15 (60%),6/9 (67%),2/7 (29%),2/2 (100%),0/1 (0%),11/22 (50%),6/19 (32%),24/41 (59%),17/41 (41%),0,3,1,0,Italy,"08.10.85, 29 years",182 cm,79 kg,2003,Right-handed,-,-,-,Italy,"24.05.87, 28 years",177 cm,74 kg,-,Right-handed,-,-,-,Czech Republic,"14.11.76, 38 years",-,-,-,-,-,-,-,Czech Republic,"10.07.93, 21 years",-,-,-,-,-,-,-
22.05.15,qual.,male,Kimmer Coppejans,Calvin Hemery,"7-5, 2-6, 6-2",Paris,Clay,51/77 (66%),61/92 (66%),38/51 (75%),40/61 (66%),12/26 (46%),12/31 (39%),4/9 (44%),3/5 (60%),40/92 (43%),27/77 (35%),90/169 (53%),79/169 (47%),2,0,1,7,Belgium,"07.02.94, 21 years",-,-,-,-,107,494,83.042 $,France,"28.01.95, 20 years",-,-,-,-,413,106,17.390 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Teimuraz Gabashvili,Feliciano Lopez,"6-3, 7-69, 6-3",Paris,Clay,73/108 (68%),55/90 (61%),53/73 (73%),41/55 (75%),23/35 (66%),21/35 (60%),2/10 (20%),0/2 (0%),28/90 (31%),32/108 (30%),104/198 (53%),94/198 (47%),3,2,9,10,Russia,"23.05.85, 30 years",187 cm,84 kg,2001,Right-handed,74,677,2.757.288 $,Spain,"20.09.81, 33 years",187 cm,84 kg,1997,Left-handed,12,2280,9.659.067 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Stan Wawrinka,Dusan Lajovic,"6-3, 6-4, 5-7, 6-3",Paris,Clay,57/131 (44%),77/133 (58%),40/57 (70%),45/77 (58%),38/74 (51%),25/56 (45%),8/20 (40%),5/11 (45%),63/133 (47%),53/131 (40%),141/264 (53%),123/264 (47%),9,1,11,3,Switzerland,"28.03.85, 30 years",182 cm,79 kg,2002,Right-handed,9,3845,14.399.798 $,Serbia,"30.06.90, 24 years",-,-,-,-,67,730,794.734 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1/4,male,Stan Wawrinka,Roger Federer,"6-4, 6-3, 7-64",Paris,Clay,50/92 (54%),71/112 (63%),44/50 (88%),48/71 (68%),26/42 (62%),23/41 (56%),3/8 (38%),0/4 (0%),41/112 (37%),22/92 (24%),111/204 (54%),93/204 (46%),,,4,7,Switzerland,"28.03.85, 30 years",182 cm,79 kg,2002,Right-handed,9,3845,14.399.798 $,Switzerland,"08.08.81, 33 years",185 cm,80 kg,1998,Right-handed,2,9235,88.611.538 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Santiago Giraldo/Dusan Lajovic,Tristan Lamasine/Johan Sebastien Tatlot,"6-3, 7-65",Paris,Clay,43/60 (72%),45/66 (68%),34/43 (79%),27/45 (60%),9/17 (53%),12/21 (57%),3/8 (38%),2/3 (67%),27/66 (41%),17/60 (28%),70/126 (56%),56/126 (44%),1,1,2,2,Colombia,"27.11.87, 27 years",185 cm,70 kg,2006,Right-handed,-,-,-,Serbia,"30.06.90, 24 years",-,-,-,-,-,-,-,France,"05.03.93, 22 years",-,-,-,-,-,-,-,France,"26.03.96, 19 years",-,-,-,-,-,-,-
28.05.15,2nd round,male,Jeremy Chardy,John Isner,"6-4, 4-6, 6-3, 6-3",Paris,Clay,80/107 (75%),79/110 (72%),63/80 (79%),52/79 (66%),12/27 (44%),15/31 (48%),5/10 (50%),2/5 (40%),43/110 (39%),32/107 (30%),118/217 (54%),99/217 (46%),2,1,10,15,France,"12.02.87, 28 years",187 cm,75 kg,2006,Right-handed,45,985,4.532.069 $,USA,"26.04.85, 30 years",205 cm,107 kg,2007,Right-handed,16,1980,7.057.564 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Pablo Carreno-Busta/Daniel Gimeno-Traver,Jan-Lennard Struff/Dominic Thiem,"7-63, 7-5",Paris,Clay,56/76 (74%),60/93 (65%),39/56 (70%),38/60 (63%),13/20 (65%),17/33 (52%),3/11 (27%),2/7 (29%),38/93 (41%),24/76 (32%),90/169 (53%),79/169 (47%),0,4,2,1,Spain,"12.07.91, 23 years",-,-,-,-,-,-,-,Spain,"07.08.85, 29 years",185 cm,77 kg,2004,Right-handed,-,-,-,Germany,"25.04.90, 25 years",-,-,-,-,-,-,-,Austria,"03.09.93, 21 years",-,-,-,-,-,-,-
19.05.15,q 1,male,Stephane Robert,Alejandro Gonzalez,"4-6, 6-3, 6-4",Paris,Clay,58/109 (53%),73/122 (60%),40/58 (69%),46/73 (63%),23/51 (45%),20/49 (41%),5/16 (31%),4/10 (40%),56/122 (46%),46/109 (42%),119/231 (52%),112/231 (48%),4,3,7,3,France,"17.05.80, 35 years",-,-,-,-,558,56,1.288.055 $,Colombia,"07.02.89, 26 years",190 cm,83 kg,-,Right-handed,105,499,670.446 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,male,Nikoloz Basilashvili,Bjorn Fratangelo,"6-1, 6-79, 6-3",Paris,Clay,81/117 (69%),59/81 (73%),56/81 (69%),36/59 (61%),17/36 (47%),13/22 (59%),5/8 (63%),2/12 (17%),32/81 (40%),44/117 (38%),105/198 (53%),93/198 (47%),3,0,6,0,Georgia,"23.02.92, 23 years",-,-,-,-,160,323,114.751 $,USA,"19.07.93, 21 years",-,-,-,-,149,349,61.548 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Nicholas Monroe/Artem Sitak,Dustin Brown/Andreas Haider-Maurer,"4-6, 6-4, 6-4",Paris,Clay,78/116 (67%),67/97 (69%),50/78 (64%),50/67 (75%),26/38 (68%),14/30 (47%),2/6 (33%),1/16 (6%),33/97 (34%),40/116 (34%),109/213 (51%),104/213 (49%),,,7,5,USA,"12.04.82, 33 years",-,-,-,-,-,-,-,New Zeland,"08.02.86, 29 years",180 cm,71 kg,-,Right-handed,-,-,-,Germany,"08.12.84, 30 years",187 cm,76 kg,-,Right-handed,-,-,-,Austria,"22.03.87, 28 years",186 cm,83 kg,-,Right-handed,-,-,-
29.05.15,3rd round,male,Gilles Simon,Nicolas Mahut,"6-2, 6-76, 6-76, 6-3, 6-1",Paris,Clay,74/150 (49%),94/153 (61%),54/74 (73%),66/94 (70%),46/76 (61%),21/59 (36%),9/15 (60%),3/11 (27%),66/153 (43%),50/150 (33%),166/303 (55%),137/303 (45%),5,4,4,5,France,"27.12.84, 30 years",180 cm,65 kg,2002,Right-handed,13,2210,9.035.013 $,France,"21.01.82, 33 years",190 cm,80 kg,2000,Right-handed,116,469,4.329.745 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Jean-Julien Rojer/Horia Tecau,Steve Johnson/Sam Querrey,"6-4, 6-0",Paris,Clay,26/45 (58%),30/50 (60%),21/26 (81%),15/30 (50%),14/19 (74%),9/20 (45%),-,-,26/50 (52%),10/45 (22%),61/95 (64%),34/95 (36%),0,3,4,3,Holland,"25.08.81, 33 years",-,-,-,-,-,-,-,Romania,"19.01.85, 30 years",187 cm,86 kg,2003,Right-handed,-,-,-,USA,"24.12.89, 25 years",-,-,-,-,-,-,-,USA,"07.10.87, 27 years",198 cm,90 kg,2006,Right-handed,-,-,-
25.05.15,1st round,male,Borna Coric,Sam Querrey,"7-68, 6-3, 0-6, 6-3",Paris,Clay,78/124 (63%),65/108 (60%),49/78 (63%),49/65 (75%),30/46 (65%),24/43 (56%),3/5 (60%),3/8 (38%),35/108 (32%),45/124 (36%),114/232 (49%),118/232 (51%),2,3,6,16,Croatia,"14.11.96, 18 years",-,-,-,-,46,970,251.908 $,USA,"07.10.87, 27 years",198 cm,90 kg,2006,Right-handed,38,1115,5.745.298 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Andrey Kuznetsov,Jurgen Melzer,"6-1, 5-7, 7-60, 7-5",Paris,Clay,73/127 (57%),89/145 (61%),55/73 (75%),55/89 (62%),29/54 (54%),27/56 (48%),7/14 (50%),4/8 (50%),63/145 (43%),43/127 (34%),147/272 (54%),125/272 (46%),6,7,4,4,Russia,"22.02.91, 24 years",-,-,-,-,120,465,1.019.119 $,Austria,"22.05.81, 34 years",182 cm,75 kg,1999,Left-handed,110,480,9.376.494 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Frantisek Cermak/Jiri Vesely,Aljaz Bedene/Albert Ramos,"6-4, 7-5",Paris,Clay,38/55 (69%),41/72 (57%),30/38 (79%),27/41 (66%),13/17 (76%),16/31 (52%),3/8 (38%),1/2 (50%),29/72 (40%),12/55 (22%),72/127 (57%),55/127 (43%),2,3,2,0,Czech Republic,"14.11.76, 38 years",-,-,-,-,-,-,-,Czech Republic,"10.07.93, 21 years",-,-,-,-,-,-,-,United Kingdom,"18.07.89, 25 years",-,-,-,-,-,-,-,Spain,"17.01.88, 27 years",-,-,-,-,-,-,-
20.05.15,q 2,male,David Guez,Michal Przysiezny,"6-2, 7-5",Paris,Clay,40/58 (69%),28/54 (52%),28/40 (70%),14/28 (50%),10/18 (56%),14/26 (54%),5/8 (63%),2/5 (40%),26/54 (48%),20/58 (34%),64/112 (57%),48/112 (43%),,,1,1,France,"08.12.82, 32 years",-,-,-,-,249,199,606.366 $,Poland,"16.02.84, 31 years",185 cm,82 kg,-,Right-handed,138,382,1.215.563 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,Illya Marchenko,Denys Molchanov,"7-67, 6-3",Paris,Clay,50/79 (63%),44/71 (62%),38/50 (76%),35/44 (80%),18/29 (62%),13/27 (48%),1/3 (33%),0/2 (0%),23/71 (32%),23/79 (29%),79/150 (53%),71/150 (47%),3,0,3,3,Ukraine,"08.09.87, 27 years",-,-,-,-,127,427,957.078 $,Ukraine,"16.05.87, 28 years",-,-,-,-,279,176,305.839 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Diego Sebastian Schwartzman,Andreas Haider-Maurer,"6-3, 5-7, 6-3, 7-65",Paris,Clay,83/133 (62%),79/151 (52%),55/83 (66%),56/79 (71%),31/50 (62%),32/72 (44%),6/19 (32%),4/7 (57%),63/151 (42%),47/133 (35%),149/284 (52%),135/284 (48%),3,11,7,8,Argentina,"16.08.92, 22 years",-,-,-,-,62,785,472.775 $,Austria,"22.03.87, 28 years",186 cm,83 kg,-,Right-handed,51,926,1.031.353 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1/4,male,Andy Murray,David Ferrer,"7-64, 6-2, 5-7, 6-1",Paris,Clay,73/126 (58%),69/124 (56%),57/73 (78%),47/69 (68%),22/53 (42%),19/55 (35%),8/16 (50%),5/11 (45%),58/124 (47%),47/126 (37%),137/250 (55%),113/250 (45%),2,11,9,2,United Kingdom,"15.05.87, 28 years",190 cm,79 kg,2005,Right-handed,3,7040,34.190.085 $,Spain,"02.04.82, 33 years",175 cm,72 kg,2000,Right-handed,8,4490,24.733.109 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Simone Bolelli,Steve Darcis,"6-3, 6-4, 6-3",Paris,Clay,41/69 (59%),69/101 (68%),35/41 (85%),48/69 (70%),21/28 (75%),10/32 (31%),-,-,43/101 (43%),13/69 (19%),99/170 (58%),71/170 (42%),2,4,2,8,Italy,"08.10.85, 29 years",182 cm,79 kg,2003,Right-handed,60,826,2.965.942 $,Belgium,"13.03.84, 31 years",177 cm,73 kg,2003,Right-handed,76,664,1.897.885 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,2nd round,male,Carlos Berlocq/Leonardo Mayer,Pablo Cuevas/David Marrero,"6-1, 6-75, 7-63",Paris,Clay,67/97 (69%),63/93 (68%),56/67 (84%),45/63 (71%),19/30 (63%),17/30 (57%),2/3 (67%),0/4 (0%),31/93 (33%),22/97 (23%),106/190 (56%),84/190 (44%),2,5,10,0,Argentina,"03.02.83, 32 years",182 cm,75 kg,2001,Right-handed,-,-,-,Argentina,"15.05.87, 28 years",190 cm,78 kg,-,Right-handed,-,-,-,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-
19.05.15,q 1,male,Ramkumar Ramanathan,Guido Andreozzi,"6-4, 7-64",Paris,Clay,49/70 (70%),57/83 (69%),34/49 (69%),36/57 (63%),13/21 (62%),12/26 (46%),3/11 (27%),2/3 (67%),35/83 (42%),23/70 (33%),82/153 (54%),71/153 (46%),1,1,4,2,India,"08.11.94, 20 years",-,-,-,-,258,196,54.267 $,Argentina,"05.08.91, 23 years",-,-,-,-,180,273,199.579 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Michal Przysiezny,Aldin Setkic,"6-4, 4-6, 6-3",Paris,Clay,59/88 (67%),60/86 (70%),46/59 (78%),42/60 (70%),17/29 (59%),14/26 (54%),2/6 (33%),1/6 (17%),30/86 (35%),25/88 (28%),93/174 (53%),81/174 (47%),1,5,5,6,Poland,"16.02.84, 31 years",185 cm,82 kg,-,Right-handed,138,382,1.215.563 $,Bosnia and Herzeg.,"21.12.87, 27 years",192 cm,90 kg,-,Right-handed,212,226,165.163 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Steve Johnson/Sam Querrey,Martin Klizan/Philipp Oswald,"2-6, 7-65, 6-2",Paris,Clay,56/87 (64%),78/112 (70%),41/56 (73%),54/78 (69%),18/31 (58%),15/34 (44%),3/14 (21%),3/9 (33%),43/112 (38%),28/87 (32%),102/199 (51%),97/199 (49%),1,4,5,4,USA,"24.12.89, 25 years",-,-,-,-,-,-,-,USA,"07.10.87, 27 years",198 cm,90 kg,2006,Right-handed,-,-,-,Slovakia,"11.07.89, 25 years",187 cm,75 kg,-,Left-handed,-,-,-,Austria,"23.01.86, 29 years",190 cm,80 kg,-,Right-handed,-,-,-
29.05.15,2nd round,male,Jeremy Chardy/Lukasz Kubot,Florian Mayer/Frank Moser,"7-63, 6-3",Paris,Clay,46/66 (70%),41/67 (61%),37/46 (80%),32/41 (78%),9/20 (45%),9/26 (35%),3/4 (75%),2/3 (67%),26/67 (39%),20/66 (30%),72/133 (54%),61/133 (46%),4,0,1,4,France,"12.02.87, 28 years",187 cm,75 kg,2006,Right-handed,-,-,-,Poland,"16.05.82, 33 years",190 cm,86 kg,2002,Right-handed,-,-,-,Germany,"05.10.83, 31 years",190 cm,81 kg,2001,Right-handed,-,-,-,Germany,"23.09.76, 38 years",198 cm,86 kg,2001,Right-handed,-,-,-
24.05.15,1st round,male,Marcos Baghdatis,Ivo Karlovic,"7-65, 6-4, 6-4",Paris,Clay,36/100 (36%),67/112 (60%),32/36 (89%),51/67 (76%),40/64 (63%),23/45 (51%),3/14 (21%),1/3 (33%),38/112 (34%),28/100 (28%),110/212 (52%),102/212 (48%),8,11,8,21,Cyprus,"17.06.85, 29 years",182 cm,80 kg,2003,Right-handed,59,832,6.045.611 $,Croatia,"28.02.79, 36 years",208 cm,104 kg,2000,Right-handed,25,1330,5.722.332 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Lukas Rosol,Elias Ymer,"6-2, 7-67, 6-3",Paris,Clay,50/82 (61%),50/93 (54%),42/50 (84%),32/50 (64%),22/32 (69%),25/43 (58%),4/7 (57%),1/1 (100%),36/93 (39%),18/82 (22%),100/175 (57%),75/175 (43%),4,2,6,1,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,43,1035,2.624.787 $,Sweden,"10.04.96, 19 years",-,-,-,-,175,283,52.447 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Gilles Simon,Lucas Pouille,"3-6, 6-1, 6-2, 6-4",Paris,Clay,51/94 (54%),52/106 (49%),42/51 (82%),30/52 (58%),23/43 (53%),30/54 (56%),6/15 (40%),2/5 (40%),46/106 (43%),29/94 (31%),111/200 (56%),89/200 (45%),3,4,7,4,France,"27.12.84, 30 years",180 cm,65 kg,2002,Right-handed,13,2210,9.035.013 $,France,"23.02.94, 21 years",-,-,-,-,90,581,275.069 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Benoit Paire,Gastao Elias,"5-7, 6-3, 4-6, 6-4, 6-2",Paris,Clay,83/150 (55%),82/165 (50%),61/83 (73%),55/82 (67%),36/67 (54%),42/83 (51%),7/14 (50%),5/15 (33%),68/165 (41%),53/150 (35%),165/315 (52%),150/315 (48%),6,7,11,6,France,"08.05.89, 26 years",-,-,-,-,71,698,2.238.195 $,Portugal,"24.11.90, 24 years",180 cm,70 kg,-,Right-handed,152,342,398.841 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Eden Silva,Charlotte Pearce,"6-2, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"14.03.96, 19 years",-,-,-,-,738,21,-,United Kingdom,"11.03.94, 21 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Ivar Jose Aramburu Contreras,Ignaci Roca,"6-1, 6-2",Mexico F5,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mexico,"21.03.94, 21 years",-,-,-,-,-,-,1.482 $,Costa Rica,"26.09.86, 28 years",-,-,-,-,-,-,1.383 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Kristina Kucova,Tereza Mrdeza,"6-4, 6-0",Brescia,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slovakia,"23.05.90, 25 years",-,-,-,-,121,461,-,Croatia,"14.11.90, 24 years",-,-,-,-,188,278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,female,Amy Zhu,Francesca Rescaldani,"6-3, 6-4",Manzanillo,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"28.10.94, 20 years",-,-,-,-,-,-,-,Argentina,"22.08.94, 20 years",-,-,-,-,873,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Marin Draganja/Henri Kontinen,Treat Conrad Huey/Scott Lipsky,"4-6, 6-1, 6-4",Paris,Clay,55/85 (65%),47/81 (58%),44/55 (80%),34/47 (72%),15/30 (50%),17/34 (50%),3/4 (75%),1/3 (33%),30/81 (37%),26/85 (31%),89/166 (54%),77/166 (46%),3,3,6,5,Croatia,"13.05.91, 24 years",-,-,-,-,-,-,-,Finland,"19.06.90, 24 years",-,-,-,-,-,-,-,Philippines,"28.08.85, 29 years",-,-,-,-,-,-,-,USA,"14.08.81, 33 years",191 cm,86 kg,2003,Right-handed,-,-,-
27.05.15,1st round,male,Vasek Pospisil/Jack Sock,Victor Estrella/Joao Souza,"7-63, 4-6, 7-64",Paris,Clay,71/112 (63%),74/102 (73%),55/71 (77%),57/74 (77%),23/41 (56%),16/28 (57%),1/1 (100%),2/6 (33%),29/102 (28%),34/112 (30%),107/214 (50%),107/214 (50%),7,2,7,6,Canada,"23.06.90, 24 years",193 cm,80 kg,-,Right-handed,-,-,-,USA,"24.09.92, 22 years",-,-,-,-,-,-,-,Dominican Republic,"02.08.80, 34 years",172 cm,76 kg,-,Right-handed,-,-,-,Brazil,"27.05.88, 27 years",-,-,-,-,-,-,-
01.06.15,1/4,male,Simone Bolelli/Fabio Fognini,Radu Albot/Lukas Rosol,"6-2, 5-7, 6-2",Paris,Clay,49/76 (64%),49/83 (59%),37/49 (76%),31/49 (63%),16/27 (59%),16/34 (47%),5/10 (50%),2/2 (100%),36/83 (43%),23/76 (30%),89/159 (56%),70/159 (44%),2,4,2,1,Italy,"08.10.85, 29 years",182 cm,79 kg,2003,Right-handed,-,-,-,Italy,"24.05.87, 28 years",177 cm,74 kg,-,Right-handed,-,-,-,0,"11.11.89, 25 years",174 cm,67 kg,-,Right-handed,-,-,-,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,-,-,-
19.05.15,q 1,male,Tristan Lamasine,Frank Dancevic,"6-3, 4-6, 6-2",Paris,Clay,51/83 (61%),57/98 (58%),37/51 (73%),34/57 (60%),14/32 (44%),17/41 (41%),6/15 (40%),3/8 (38%),47/98 (48%),32/83 (39%),98/181 (54%),83/181 (46%),5,6,1,7,France,"05.03.93, 22 years",-,-,-,-,236,204,57.970 $,Canada,"26.09.84, 30 years",185 cm,79 kg,2003,Right-handed,159,323,1.638.669 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Olivia Rogowska,Beatriz Haddad Maia,"3-6, 7-65, 6-3",Paris,Clay,72/103 (70%),73/120 (61%),39/72 (54%),47/73 (64%),18/31 (58%),21/47 (45%),6/14 (43%),5/11 (45%),52/120 (43%),46/103 (45%),109/223 (49%),114/223 (51%),4,3,9,4,Australia,"07.06.91, 24 years",-,-,-,-,200,261,-,Brazil,"30.05.96, 19 years",-,-,-,-,166,314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
